campaign_id,sku_id,weight
CAMP0002,SKU01371,0.4778241122662379
CAMP0002,SKU02913,0.3209975744896264
CAMP0002,SKU01285,0.9941779265090754
CAMP0003,SKU02724,0.07121679983332274
CAMP0003,SKU02993,0.46315950026541297
CAMP0003,SKU00315,0.22398532323600517
CAMP0003,SKU01115,0.9429969483803439
CAMP0003,SKU01868,0.1453552845366768
CAMP0003,SKU00934,0.24505428715538624
CAMP0003,SKU01672,0.9448190957698862
CAMP0003,SKU00144,0.2564605283770838
CAMP0003,SKU02567,0.07025208569525676
CAMP0003,SKU02342,0.625396802029962
CAMP0003,SKU02553,0.1746943317081906
CAMP0003,SKU00663,0.09061529309126759
CAMP0003,SKU02069,0.906066768679041
CAMP0003,SKU00018,0.11972263074526879
CAMP0003,SKU03065,0.7972778754022838
CAMP0003,SKU01165,0.9187189873122791
CAMP0003,SKU00906,0.37727626850497065
CAMP0003,SKU01797,0.8218014072434658
CAMP0003,SKU00594,0.07123855287086323
CAMP0003,SKU01704,0.6781412310867112
CAMP0003,SKU01621,0.16315655003071483
CAMP0003,SKU01783,0.06476119134122338
CAMP0003,SKU01600,0.4025429754397327
CAMP0003,SKU01738,0.5367963268117651
CAMP0003,SKU01262,0.1713103503498291
CAMP0004,SKU02748,0.3248775486250599
CAMP0004,SKU02761,0.20711238097971407
CAMP0004,SKU02336,0.7177739164398808
CAMP0004,SKU01542,0.6543930751251694
CAMP0004,SKU02920,0.32956378939297115
CAMP0004,SKU01874,0.263102652925298
CAMP0004,SKU00627,0.3690622970513525
CAMP0004,SKU03006,0.5906762881463457
CAMP0005,SKU01357,0.8803389343804444
CAMP0005,SKU03051,0.5098490454419479
CAMP0005,SKU01217,0.08490900288596037
CAMP0005,SKU01003,0.15567163500433678
CAMP0005,SKU02822,0.28773816076958036
CAMP0005,SKU03017,0.4086125065359639
CAMP0005,SKU01051,0.6875659863433908
CAMP0005,SKU00549,0.9430187692113995
CAMP0005,SKU02089,0.04526316971576705
CAMP0005,SKU00346,0.3897058606116791
CAMP0005,SKU01643,0.7300580181058962
CAMP0005,SKU02906,0.048245641787162286
CAMP0005,SKU00378,0.5115922036243531
CAMP0005,SKU00681,0.7222393136534366
CAMP0005,SKU01632,0.009825843522252908
CAMP0005,SKU01768,0.31180867720462946
CAMP0005,SKU02897,0.42578162660192
CAMP0005,SKU02298,0.4449380191444653
CAMP0005,SKU01252,0.5611590533344144
CAMP0005,SKU00914,0.27065435988681863
CAMP0005,SKU01530,0.3198460229448573
CAMP0005,SKU00333,0.9152303226822899
CAMP0005,SKU02561,0.6897593478954611
CAMP0005,SKU00389,0.2756213846411597
CAMP0005,SKU02106,0.8011156365041003
CAMP0005,SKU01430,0.3869973029916267
CAMP0006,SKU01829,0.32062575869989607
CAMP0006,SKU02050,0.4546602078521661
CAMP0006,SKU01661,0.8006915814922063
CAMP0006,SKU02895,0.12097114001459708
CAMP0006,SKU03047,0.6499864639807599
CAMP0006,SKU01707,0.08942180201257144
CAMP0006,SKU00752,0.17951865792245914
CAMP0006,SKU02582,0.2705735372382788
CAMP0006,SKU01061,0.3845354872727802
CAMP0006,SKU01225,0.7839117752636575
CAMP0006,SKU01453,0.248356330733004
CAMP0006,SKU00332,0.66897820068659
CAMP0006,SKU01824,0.4155083442285773
CAMP0006,SKU00911,0.8585983395714504
CAMP0006,SKU00449,0.881313665561978
CAMP0006,SKU02284,0.566954766004996
CAMP0006,SKU02678,0.471619953225887
CAMP0006,SKU01331,0.5170719160002308
CAMP0006,SKU01654,0.7362095117428834
CAMP0006,SKU02185,0.8751613710457443
CAMP0006,SKU02244,0.21383446920797322
CAMP0006,SKU01933,0.34066385017995005
CAMP0006,SKU00680,0.8894021375442436
CAMP0006,SKU00079,0.716109971298364
CAMP0007,SKU00005,0.2214880482601569
CAMP0007,SKU02833,0.5653550041453274
CAMP0007,SKU01404,0.3712236940311596
CAMP0007,SKU00891,0.2564708406923081
CAMP0007,SKU00957,0.5444269974243331
CAMP0007,SKU00928,0.05862784302979129
CAMP0007,SKU00118,0.11327137254077113
CAMP0007,SKU02439,0.5995042554962684
CAMP0007,SKU00905,0.49242127637097055
CAMP0007,SKU00938,0.6344826256357118
CAMP0007,SKU02266,0.9401048405757225
CAMP0007,SKU00970,0.7949541077518905
CAMP0007,SKU00251,0.13420186165380144
CAMP0007,SKU00887,0.08044810688570625
CAMP0007,SKU02243,0.5900803222081956
CAMP0007,SKU02364,0.4685155013027503
CAMP0007,SKU02765,0.43353705149546384
CAMP0007,SKU00840,0.23853564091821322
CAMP0007,SKU00669,0.4945485955755927
CAMP0007,SKU01283,0.07507791977545875
CAMP0007,SKU02288,0.6630041120321267
CAMP0007,SKU00562,0.5987734798908606
CAMP0007,SKU00853,0.5151242857827025
CAMP0007,SKU01491,0.49531162915403626
CAMP0007,SKU01993,0.03296593739140674
CAMP0008,SKU00450,0.42355622742790366
CAMP0008,SKU02093,0.6309706948943002
CAMP0008,SKU01103,0.44049377779606913
CAMP0008,SKU01821,0.9560539064276264
CAMP0008,SKU01140,0.9124693336304693
CAMP0008,SKU02443,0.5720466997534385
CAMP0008,SKU02030,0.45281981519308556
CAMP0008,SKU01733,0.42074028861418433
CAMP0008,SKU01560,0.229759607468492
CAMP0008,SKU02037,0.12128986154563426
CAMP0008,SKU00381,0.8149562020513437
CAMP0008,SKU00027,0.7479266813918632
CAMP0008,SKU01364,0.20946084166575518
CAMP0008,SKU02801,0.11808049145210542
CAMP0008,SKU01177,0.6111420811979776
CAMP0008,SKU01254,0.9630789936874486
CAMP0008,SKU00607,0.288252785529838
CAMP0008,SKU00926,0.516553789832254
CAMP0008,SKU01120,0.837726444279458
CAMP0008,SKU00500,0.546214785035772
CAMP0008,SKU00216,0.35888258218079927
CAMP0008,SKU02521,0.19357233413947383
CAMP0008,SKU01643,0.5305557762268919
CAMP0008,SKU00225,0.46338148781763855
CAMP0008,SKU02747,0.6416603854773809
CAMP0008,SKU02609,0.8655961189289512
CAMP0009,SKU02099,0.36994831106946735
CAMP0009,SKU01647,0.5450015725755463
CAMP0009,SKU02394,0.26156539351319796
CAMP0009,SKU02863,0.15040120895583686
CAMP0009,SKU00733,0.5028687757812828
CAMP0009,SKU00108,0.6020698301593678
CAMP0009,SKU02705,0.7132190398589038
CAMP0009,SKU00719,0.46213811169955743
CAMP0009,SKU00095,0.6341732267305833
CAMP0009,SKU00572,0.1705961746372967
CAMP0009,SKU02760,0.3686880629213587
CAMP0009,SKU01035,0.5103655894554889
CAMP0009,SKU00226,0.19754286766402995
CAMP0010,SKU02268,0.15829578127131583
CAMP0010,SKU00693,0.5679529975517486
CAMP0010,SKU02361,0.7549546373871835
CAMP0010,SKU01387,0.30268722270497217
CAMP0010,SKU02488,0.6762364995415044
CAMP0010,SKU01519,0.41545338421933475
CAMP0010,SKU01941,0.14378937623718635
CAMP0010,SKU03054,0.11839755379499273
CAMP0010,SKU01169,0.15507952142007786
CAMP0011,SKU00558,0.07937152549709559
CAMP0011,SKU02733,0.07222808978684003
CAMP0011,SKU01796,0.8304119917710885
CAMP0011,SKU02005,0.05392023477111452
CAMP0011,SKU00912,0.2738912261737565
CAMP0011,SKU00147,0.48458710355367385
CAMP0011,SKU00458,0.17058385146701305
CAMP0011,SKU00526,0.45143083921481664
CAMP0011,SKU00825,0.6807098168543129
CAMP0011,SKU03070,0.44924809725762394
CAMP0011,SKU01505,0.4618226957395385
CAMP0011,SKU02019,0.9467356105748024
CAMP0011,SKU00671,0.14056442511144018
CAMP0011,SKU00764,0.8321251920755995
CAMP0011,SKU02245,0.2794967441712344
CAMP0011,SKU01111,0.90993071656402
CAMP0011,SKU03014,0.9137453482221729
CAMP0011,SKU01613,0.5661789591621031
CAMP0011,SKU02616,0.38970869679505127
CAMP0011,SKU02794,0.9266304027020297
CAMP0011,SKU02628,0.5210756385629006
CAMP0012,SKU02324,0.5389776458927917
CAMP0012,SKU02002,0.37764830025797635
CAMP0012,SKU00030,0.8802856677136962
CAMP0012,SKU02166,0.7341893154208038
CAMP0012,SKU00640,0.9913293758146392
CAMP0012,SKU02636,0.4766834474162266
CAMP0012,SKU00450,0.0034850112559522417
CAMP0012,SKU00791,0.7146554183164072
CAMP0012,SKU03044,0.13975576799085487
CAMP0012,SKU02824,0.01562425910891696
CAMP0012,SKU02920,0.1057642335570328
CAMP0012,SKU02615,0.23712262666222694
CAMP0012,SKU00398,0.15973781417021338
CAMP0012,SKU00399,0.8514205853149545
CAMP0012,SKU02790,0.585936427853168
CAMP0012,SKU00321,0.6546519173597416
CAMP0012,SKU01382,0.15024191826609512
CAMP0012,SKU02067,0.3023751681377195
CAMP0013,SKU02383,0.06691231391069596
CAMP0013,SKU02372,0.7549444646650519
CAMP0013,SKU01006,0.4065928350848622
CAMP0013,SKU00012,0.8201627578371857
CAMP0013,SKU02957,0.4847523188604457
CAMP0013,SKU00322,0.16003148508607734
CAMP0013,SKU00219,0.9998974223654479
CAMP0013,SKU00764,0.06341068649645476
CAMP0013,SKU02844,0.7369351361151161
CAMP0013,SKU02039,0.288403943483292
CAMP0013,SKU01797,0.029248499674422224
CAMP0013,SKU01275,0.6020852633520404
CAMP0013,SKU02613,0.7979929442455724
CAMP0013,SKU00230,0.39395391516668066
CAMP0013,SKU02748,0.8855174633638421
CAMP0013,SKU01743,0.7707134492790442
CAMP0013,SKU01482,0.8294805367961825
CAMP0013,SKU01144,0.26186076737498754
CAMP0013,SKU00243,0.9507477728813196
CAMP0013,SKU02475,0.732289879142081
CAMP0013,SKU00423,0.2991942465460009
CAMP0013,SKU01864,0.5213699210943498
CAMP0013,SKU00208,0.13723719376617083
CAMP0013,SKU02337,0.5454971894581861
CAMP0013,SKU01022,0.5310015827334793
CAMP0013,SKU00431,0.2905528183349273
CAMP0013,SKU00168,0.5055233370910761
CAMP0013,SKU02695,0.09909640011267185
CAMP0013,SKU01100,0.7693571091416305
CAMP0014,SKU01048,0.338942234722742
CAMP0014,SKU02724,0.9439146053129858
CAMP0014,SKU00823,0.20860734311032503
CAMP0014,SKU00082,0.6441241651629858
CAMP0014,SKU01678,0.46563053473380134
CAMP0014,SKU01783,0.1199360235266469
CAMP0014,SKU02837,0.1607289439385876
CAMP0014,SKU01369,0.05450527628582025
CAMP0014,SKU02805,0.6270548692163745
CAMP0014,SKU01235,0.9537009666009725
CAMP0015,SKU00265,0.6701180278002594
CAMP0015,SKU00420,0.38341656027150517
CAMP0015,SKU00705,0.33384992150202775
CAMP0015,SKU02357,0.01721595747626392
CAMP0015,SKU00281,0.3709013446921201
CAMP0015,SKU02066,0.5368270524974068
CAMP0015,SKU02036,0.11003391271713403
CAMP0015,SKU00347,0.13957895607109616
CAMP0015,SKU01509,0.52854020702113
CAMP0015,SKU00561,0.8009349100650938
CAMP0015,SKU01482,0.4819002534377437
CAMP0015,SKU00608,0.9280383937868503
CAMP0015,SKU02574,0.15492758172025312
CAMP0015,SKU02215,0.47975953111342806
CAMP0015,SKU01463,0.3871949747480198
CAMP0015,SKU01361,0.5703325675487563
CAMP0015,SKU01245,0.993395465131405
CAMP0015,SKU02727,0.5800671368099076
CAMP0015,SKU00056,0.8739294900737985
CAMP0015,SKU00686,0.9100502764433082
CAMP0015,SKU02750,0.8824050762730814
CAMP0015,SKU01992,0.4628946674363653
CAMP0015,SKU00192,0.3338613903287161
CAMP0015,SKU01136,0.7627433922522608
CAMP0015,SKU00525,0.07287812385914527
CAMP0016,SKU01957,0.00874726271398052
CAMP0016,SKU01865,0.26267601177305033
CAMP0016,SKU00307,0.5384463201996351
CAMP0016,SKU00486,0.32305376733709035
CAMP0016,SKU00427,0.44978771467664824
CAMP0016,SKU00232,0.6093926240401246
CAMP0016,SKU01653,0.15848273805609747
CAMP0016,SKU01294,0.802141595883251
CAMP0016,SKU01070,0.9342946600835323
CAMP0016,SKU02263,0.04139872165218206
CAMP0016,SKU00417,0.010438377025136059
CAMP0016,SKU00633,0.5196652416944505
CAMP0017,SKU02469,0.8334677701676485
CAMP0017,SKU02669,0.7011812699060831
CAMP0017,SKU02104,0.08750142275623707
CAMP0017,SKU00929,0.4752303876525563
CAMP0017,SKU01030,0.7389882661330491
CAMP0017,SKU00246,0.4472891663130083
CAMP0017,SKU02720,0.9642434835458149
CAMP0017,SKU01443,0.0030478122062829183
CAMP0017,SKU00562,0.6579688702500701
CAMP0017,SKU01820,0.6812579185112688
CAMP0017,SKU01528,0.010539342349383363
CAMP0017,SKU00600,0.7884294698111705
CAMP0017,SKU00228,0.73827919798704
CAMP0017,SKU01643,0.7802666729710356
CAMP0017,SKU00242,0.8264619551101472
CAMP0017,SKU00772,0.021012305216752902
CAMP0017,SKU01779,0.22337689841312558
CAMP0017,SKU01213,0.07173978070408638
CAMP0017,SKU00049,0.060660432197556236
CAMP0017,SKU00741,0.6754770181556076
CAMP0017,SKU01650,0.9157821832959101
CAMP0017,SKU01410,0.5875946165879792
CAMP0017,SKU01866,0.014079938969647321
CAMP0017,SKU02266,0.7998952833756062
CAMP0018,SKU02656,0.9643549331220935
CAMP0018,SKU00418,0.2443184999720882
CAMP0018,SKU00911,0.8981172242225754
CAMP0018,SKU00776,0.4855576188301989
CAMP0018,SKU00871,0.324213943304572
CAMP0018,SKU00308,0.6524282107531719
CAMP0018,SKU00714,0.6345982065938724
CAMP0018,SKU02547,0.005157975339154075
CAMP0018,SKU00451,0.055289667978747126
CAMP0018,SKU00438,0.29841375195402187
CAMP0018,SKU01600,0.9801314485613163
CAMP0018,SKU01502,0.666177602386002
CAMP0018,SKU02482,0.09341842712583215
CAMP0018,SKU02264,0.8467510142680394
CAMP0018,SKU00230,0.7275977773878326
CAMP0018,SKU01150,0.1874819383262155
CAMP0018,SKU02260,0.7151212519455462
CAMP0018,SKU02422,0.38442720539703157
CAMP0018,SKU01914,0.15063724728845773
CAMP0018,SKU01610,0.9209205375323241
CAMP0018,SKU02905,0.7940129130653765
CAMP0018,SKU00677,0.9911152657467152
CAMP0019,SKU00334,0.5571448081766247
CAMP0019,SKU01619,0.1173217539143464
CAMP0019,SKU02269,0.31886517440859696
CAMP0019,SKU01850,0.8252138770657361
CAMP0019,SKU01971,0.632242639221672
CAMP0019,SKU01844,0.6268923476433574
CAMP0019,SKU00629,0.8185332563614007
CAMP0019,SKU01305,0.8804359393523936
CAMP0019,SKU01853,0.6613287612308054
CAMP0019,SKU00572,0.3021500445095613
CAMP0019,SKU00327,0.6654947580970715
CAMP0019,SKU01654,0.0671879992258303
CAMP0019,SKU01476,0.01851643413975257
CAMP0020,SKU02017,0.09731199148310088
CAMP0020,SKU00306,0.08495166222574124
CAMP0020,SKU00116,0.4876207656527095
CAMP0020,SKU00331,0.2500983256267627
CAMP0020,SKU02595,0.5235505982311648
CAMP0020,SKU02463,0.7483208236907332
CAMP0020,SKU02101,0.5148536590701241
CAMP0020,SKU00554,0.39039352416970696
CAMP0020,SKU01073,0.5134167618076789
CAMP0020,SKU02567,0.09533575380778181
CAMP0020,SKU00341,0.27995935409774897
CAMP0020,SKU01750,0.10741430395954088
CAMP0020,SKU01354,0.42040652217830465
CAMP0020,SKU01667,0.8986501012263004
CAMP0020,SKU02637,0.011570028979703828
CAMP0020,SKU01555,0.531927899046126
CAMP0020,SKU01309,0.5052079595812528
CAMP0021,SKU01217,0.40583542568467
CAMP0021,SKU01396,0.3035943409403762
CAMP0021,SKU00171,0.39272033408147466
CAMP0021,SKU01081,0.9626625096037573
CAMP0021,SKU00306,0.7567679905141486
CAMP0021,SKU01212,0.9345131199558221
CAMP0021,SKU00243,0.9621508745213504
CAMP0021,SKU00038,0.9260599302851483
CAMP0021,SKU01779,0.8879173087824135
CAMP0021,SKU01557,0.2890011085850277
CAMP0021,SKU02544,0.3289207208131848
CAMP0021,SKU00757,0.8722178811010329
CAMP0021,SKU00572,0.05479550223992846
CAMP0021,SKU01590,0.14180236988065598
CAMP0021,SKU02654,0.5925889552299697
CAMP0021,SKU00759,0.3715255778155476
CAMP0021,SKU02438,0.4577470194173774
CAMP0021,SKU00076,0.8724053019752434
CAMP0021,SKU01748,0.62299636016331
CAMP0021,SKU02673,0.9353759180453831
CAMP0021,SKU00921,0.15653635913511055
CAMP0021,SKU02631,0.5109954209016064
CAMP0022,SKU02019,0.37554960137894533
CAMP0022,SKU02745,0.034641652998609995
CAMP0022,SKU01535,0.6462651811746212
CAMP0022,SKU02258,0.3485253838496557
CAMP0022,SKU00859,0.15515944408751126
CAMP0022,SKU03047,0.5524551487879658
CAMP0022,SKU00743,0.4771824942103825
CAMP0023,SKU00444,0.89453625812098
CAMP0023,SKU00010,0.7802881448686482
CAMP0023,SKU00880,0.750293313460382
CAMP0023,SKU01680,0.07860220891162972
CAMP0023,SKU01094,0.014292226002815211
CAMP0023,SKU01484,0.007171223615129341
CAMP0023,SKU02149,0.4523258394219565
CAMP0023,SKU00965,0.0289506825397452
CAMP0023,SKU00409,0.38376418142749447
CAMP0023,SKU02806,0.02423629687170714
CAMP0023,SKU02280,0.1196232498631633
CAMP0024,SKU00320,0.9052095492334098
CAMP0024,SKU02772,0.5683128859360134
CAMP0024,SKU00222,0.3352296061845287
CAMP0024,SKU02146,0.7716697374887982
CAMP0024,SKU02595,0.3412190451615299
CAMP0024,SKU01669,0.7064259117416847
CAMP0024,SKU02719,0.5255652310856475
CAMP0024,SKU03016,0.6220627698288487
CAMP0024,SKU00183,0.7129466632489584
CAMP0024,SKU01179,0.10695316216060224
CAMP0024,SKU02267,0.9611631949810894
CAMP0025,SKU00767,0.7249095046909869
CAMP0025,SKU00837,0.8050239026407299
CAMP0025,SKU01674,0.10813564361935579
CAMP0025,SKU00138,0.7144968567192971
CAMP0025,SKU02209,0.926718348081214
CAMP0025,SKU02548,0.4226733253128224
CAMP0025,SKU00385,0.38317872270140585
CAMP0025,SKU00178,0.08462640640786112
CAMP0025,SKU01673,0.41626492239155743
CAMP0025,SKU03025,0.4055597522119414
CAMP0025,SKU02455,0.07513314793642267
CAMP0025,SKU01393,0.8765219515719561
CAMP0025,SKU02398,0.38113818115655884
CAMP0025,SKU01000,0.9193297605609059
CAMP0025,SKU02096,0.9712480865014513
CAMP0025,SKU00665,0.39221683209249747
CAMP0025,SKU01972,0.3187851951915063
CAMP0025,SKU00592,0.28714422951288643
CAMP0025,SKU01632,0.7019488147895184
CAMP0025,SKU01141,0.8912069303723796
CAMP0025,SKU00084,0.5852894902475466
CAMP0025,SKU01322,0.29709760538879093
CAMP0025,SKU01702,0.3140285059370683
CAMP0026,SKU00246,0.21939837064313628
CAMP0026,SKU01110,0.35593730717145156
CAMP0026,SKU02096,0.477579340178898
CAMP0026,SKU01410,0.6028501550313617
CAMP0026,SKU00290,0.18929601125950302
CAMP0026,SKU02330,0.06932840745069413
CAMP0026,SKU01718,0.5184655624907761
CAMP0026,SKU02440,0.5640195240648304
CAMP0026,SKU00436,0.22820831812805975
CAMP0026,SKU01073,0.9511205339990618
CAMP0026,SKU02634,0.560037552187443
CAMP0026,SKU01823,0.8834445974166228
CAMP0026,SKU01684,0.7689126832672897
CAMP0026,SKU02409,0.6047197878987252
CAMP0026,SKU00449,0.430010951034293
CAMP0026,SKU01155,0.7345714718056161
CAMP0026,SKU01776,0.4952152456856417
CAMP0026,SKU01864,0.8881723765928308
CAMP0027,SKU00822,0.3341250516991249
CAMP0027,SKU02417,0.3592150510038252
CAMP0027,SKU00266,0.18185745855353574
CAMP0027,SKU01449,0.0978436390151115
CAMP0027,SKU00297,0.7054861542858609
CAMP0027,SKU01568,0.614543866630631
CAMP0027,SKU02012,0.45458050936278416
CAMP0027,SKU00949,0.9701890536948975
CAMP0027,SKU00421,0.11554916652505054
CAMP0027,SKU00011,0.16442256869464544
CAMP0027,SKU00070,0.23571621592663095
CAMP0027,SKU01021,0.8360499623579247
CAMP0027,SKU00976,0.600672657401399
CAMP0027,SKU03070,0.049816892220041153
CAMP0027,SKU02385,0.9070564337883665
CAMP0027,SKU02979,0.5484083406395655
CAMP0027,SKU02386,0.72944646026098
CAMP0027,SKU02978,0.8615838021298443
CAMP0027,SKU02690,0.2000750931349652
CAMP0027,SKU00796,0.42922166035912424
CAMP0027,SKU00412,0.9550846773916176
CAMP0028,SKU00561,0.3001314664429833
CAMP0028,SKU02348,0.01395850759110151
CAMP0028,SKU00668,0.9595555773499352
CAMP0028,SKU01780,0.8437147601419961
CAMP0028,SKU00045,0.19525564956140462
CAMP0028,SKU02915,0.3275434244467499
CAMP0028,SKU00620,0.632427335856584
CAMP0028,SKU01832,0.5397078766636343
CAMP0028,SKU02395,0.08940660134230338
CAMP0028,SKU01356,0.21781070725444152
CAMP0028,SKU01460,0.9522353003466062
CAMP0028,SKU02834,0.8740567430171228
CAMP0028,SKU00095,0.15009838617056892
CAMP0028,SKU02065,0.8571406600303343
CAMP0028,SKU02044,0.35519216003916887
CAMP0028,SKU02206,0.5399850173888457
CAMP0028,SKU01269,0.245527464669283
CAMP0028,SKU00082,0.3391531497389785
CAMP0028,SKU01229,0.0686284398267869
CAMP0028,SKU00979,0.852807217984644
CAMP0028,SKU01820,0.41401462694970803
CAMP0028,SKU00158,0.5937684605129491
CAMP0028,SKU02455,0.4191750752659411
CAMP0028,SKU01771,0.2880198694237427
CAMP0028,SKU02934,0.6187841325057715
CAMP0028,SKU02354,0.36248725745530175
CAMP0028,SKU00576,0.22201185531945755
CAMP0028,SKU01530,0.09969491251584717
CAMP0028,SKU02156,0.9072737133352191
CAMP0028,SKU01360,0.8214092350967858
CAMP0029,SKU01066,0.49269306544296854
CAMP0029,SKU01333,0.5210066039174123
CAMP0029,SKU01838,0.39680875162006435
CAMP0029,SKU02018,0.3596039147230351
CAMP0029,SKU00647,0.04660117379684847
CAMP0029,SKU01233,0.1820346993743217
CAMP0029,SKU02072,0.5542551282886703
CAMP0029,SKU02330,0.7412137500549733
CAMP0029,SKU01458,0.10336531463311927
CAMP0029,SKU02988,0.8315598132894257
CAMP0029,SKU00456,0.7629649295781823
CAMP0029,SKU02813,0.409843869608144
CAMP0029,SKU00508,0.7822049628475773
CAMP0029,SKU01447,0.4388783898038169
CAMP0029,SKU00729,0.6547737089161058
CAMP0029,SKU02760,0.21062280802303912
CAMP0029,SKU02895,0.7538958508900976
CAMP0030,SKU00874,0.6130094316198115
CAMP0030,SKU00383,0.6758405666602293
CAMP0030,SKU00176,0.4350159381629216
CAMP0030,SKU03008,0.14592600361900765
CAMP0030,SKU01352,0.8267809509327092
CAMP0030,SKU02726,0.9977768724524312
CAMP0030,SKU00882,0.5924135519203352
CAMP0030,SKU02425,0.44012709646512693
CAMP0030,SKU02359,0.20347312788253313
CAMP0030,SKU02442,0.8776039938757884
CAMP0030,SKU00636,0.6026519644251722
CAMP0031,SKU00798,0.795751475704537
CAMP0031,SKU00779,0.9491140256230453
CAMP0031,SKU01323,0.38658339787241314
CAMP0031,SKU01534,0.0008773422160648359
CAMP0031,SKU00490,0.24620987008307504
CAMP0031,SKU00236,0.7523849280284961
CAMP0031,SKU02426,0.6125194713136041
CAMP0031,SKU02822,0.5896671853042322
CAMP0031,SKU00895,0.1358505307914608
CAMP0031,SKU02570,0.8073416633449012
CAMP0031,SKU01197,0.07815219918922656
CAMP0031,SKU01136,0.23363043807134987
CAMP0031,SKU00870,0.060435394263843256
CAMP0031,SKU02581,0.3293462761335929
CAMP0032,SKU02488,0.26494509190529036
CAMP0032,SKU02592,0.867201653750995
CAMP0032,SKU01310,0.7228578582923217
CAMP0032,SKU02578,0.852478553844319
CAMP0032,SKU02931,0.12718883702732242
CAMP0032,SKU02768,0.5786918447312661
CAMP0032,SKU00324,0.9308999903031004
CAMP0032,SKU02062,0.37363691392862497
CAMP0032,SKU00096,0.1670845626105455
CAMP0032,SKU01765,0.22631144311386686
CAMP0032,SKU00391,0.5214340302909115
CAMP0032,SKU01838,0.06701779558229493
CAMP0032,SKU02727,0.4069718889636088
CAMP0032,SKU02141,0.24103070857675712
CAMP0033,SKU00326,0.41950875217542305
CAMP0033,SKU02320,0.9778600409881778
CAMP0033,SKU00961,0.5783084001899302
CAMP0033,SKU00474,0.6746202998390979
CAMP0033,SKU01038,0.5048609069090574
CAMP0033,SKU01293,0.8711799203221786
CAMP0033,SKU02368,0.7985327732375938
CAMP0033,SKU00571,0.3246213851641192
CAMP0033,SKU00794,0.09707237474219987
CAMP0033,SKU01884,0.8603989301299676
CAMP0033,SKU02439,0.5126826831705215
CAMP0033,SKU00481,0.5853174303859774
CAMP0033,SKU01640,0.19819202757773546
CAMP0033,SKU00640,0.14681316097296992
CAMP0033,SKU00859,0.4237788061597275
CAMP0033,SKU01072,0.35287173113643033
CAMP0033,SKU01665,0.5629367264279413
CAMP0033,SKU00760,0.8181334799936258
CAMP0033,SKU00122,0.2430741249821694
CAMP0033,SKU02217,0.5909617984528337
CAMP0033,SKU02331,0.9332087658171854
CAMP0033,SKU02647,0.15612080932109762
