spend_id,date,campaign_id,brand,category,channel,sku_id,impressions,clicks,conversions,spend_value,intent_level
3c3553fd-f005-4f85-b68c-a76f8938139f,2025-05-09,CAMP0005,Aashirvaad,Beauty,Google,SKU00549,18861,313,30,36942.355337607136,Low
d9f4c1dd-c458-4880-8c27-679f5fe4bc41,2025-05-10,CAMP0005,Aashirvaad,Beauty,Google,SKU02089,288114,12832,1402,36942.355337607136,Low
83fc6604-9dfe-4380-bdaf-8deda010f1c2,2025-05-11,CAMP0005,Aashirvaad,Beauty,Google,SKU00346,128006,3241,178,36942.355337607136,Low
6381ccad-b09a-4838-a062-a2bdf63196f8,2025-05-12,CAMP0005,Aashirvaad,Beauty,Google,SKU01643,399318,17830,1363,36942.355337607136,Low
0c7434ea-9ceb-472c-90cb-366d45fa27f4,2025-05-13,CAMP0005,Aashirvaad,Beauty,Google,SKU02906,92459,1417,75,36942.355337607136,Low
e24c2e1e-da3d-43d8-8ce3-87b548679684,2025-05-14,CAMP0005,Aashirvaad,Beauty,Google,SKU00378,353676,16752,2143,36942.355337607136,Low
3880ffcc-f013-4384-a27e-4ba8d1385543,2025-05-15,CAMP0005,Aashirvaad,Beauty,Google,SKU00681,91607,2096,292,36942.355337607136,Low
632f2662-09ac-4fdc-87f2-55df02bc0245,2025-05-16,CAMP0005,Aashirvaad,Beauty,Google,SKU01632,436977,18093,2692,36942.355337607136,Low
ae0628e0-5471-4be2-9f44-c718dfed3910,2025-05-17,CAMP0005,Aashirvaad,Beauty,Google,SKU01768,411456,14409,1684,36942.355337607136,Low
f61361ed-357f-474a-b9b6-44513b086427,2025-05-18,CAMP0005,Aashirvaad,Beauty,Google,SKU02897,425581,18074,1560,36942.355337607136,Low
eaba1822-e9cd-478c-96d5-0af2646920b0,2025-05-19,CAMP0005,Aashirvaad,Beauty,Google,SKU02298,385148,16186,1002,36942.355337607136,Low
d0204ce0-a34f-4689-a8fc-ba49587d8a5c,2025-05-20,CAMP0005,Aashirvaad,Beauty,Google,SKU01252,408227,15206,2093,36942.355337607136,Low
35bfc0cc-74f0-4773-9cea-1e916c71f840,2025-05-21,CAMP0005,Aashirvaad,Beauty,Google,SKU00914,331941,10416,843,36942.355337607136,Low
1c92a045-186d-4667-a6d8-c4484fef4e8a,2025-05-22,CAMP0005,Aashirvaad,Beauty,Google,SKU01530,471553,12194,1514,36942.355337607136,Low
b61cc1db-bb11-4a48-9c70-2bdb976dad9a,2025-05-23,CAMP0005,Aashirvaad,Beauty,Google,SKU00333,345776,7314,442,36942.355337607136,Low
f3ec1c05-bfe4-42de-bc0a-079353737e00,2025-05-24,CAMP0005,Aashirvaad,Beauty,Google,SKU02561,345036,12064,1434,36942.355337607136,Low
19ef19f0-1803-440f-9d0f-7a21e032a638,2025-05-25,CAMP0005,Aashirvaad,Beauty,Google,SKU00389,465825,15327,1417,36942.355337607136,Low
9d9da905-6b39-4e53-9c4d-5e8c4e3bff22,2025-05-26,CAMP0005,Aashirvaad,Beauty,Google,SKU02106,24727,981,65,36942.355337607136,Low
912b71a7-d3c8-4d8d-88a8-79cfb6c4cbbf,2025-05-27,CAMP0005,Aashirvaad,Beauty,Google,SKU01430,254439,4799,323,36942.355337607136,Low
98ba053c-3e74-4bae-b1e9-f4e3822dbbc5,2025-07-14,CAMP0006,Pedigree,Pet,Meta,SKU01829,426686,12341,1196,90486.12095402554,Medium
1c8c1d02-0ba3-464e-8ac8-198ff86984a4,2025-07-15,CAMP0006,Pedigree,Pet,Meta,SKU02050,237222,11493,699,90486.12095402554,Medium
af6981b5-66ac-4e8c-ae33-1e7db419ab03,2025-07-16,CAMP0006,Pedigree,Pet,Meta,SKU01661,434768,13334,1437,90486.12095402554,Medium
3069e122-8515-4805-a39f-200bfce8f779,2025-07-17,CAMP0006,Pedigree,Pet,Meta,SKU02895,400676,16201,1401,90486.12095402554,Medium
391b786e-fdbf-4976-a63d-1337934f9d89,2025-07-18,CAMP0006,Pedigree,Pet,Meta,SKU03047,254130,5689,460,90486.12095402554,Medium
8a3e8de0-13bd-418b-89eb-8108f45a1ff9,2025-07-19,CAMP0006,Pedigree,Pet,Meta,SKU01707,350313,6862,972,90486.12095402554,Medium
6f750c5d-ca7c-4286-8778-57a722ac14cf,2025-07-20,CAMP0006,Pedigree,Pet,Meta,SKU00752,85690,3386,318,90486.12095402554,Medium
0e1cb9c2-bcb8-4da6-aa35-60f0dd61bf01,2025-07-21,CAMP0006,Pedigree,Pet,Meta,SKU02582,315274,5340,494,90486.12095402554,Medium
de77dae4-c8a2-428f-8324-216ddd2d166a,2025-07-22,CAMP0006,Pedigree,Pet,Meta,SKU01061,318901,6152,623,90486.12095402554,Medium
4439b023-d38c-4fa8-b3f5-a5d9eac332ee,2025-07-23,CAMP0006,Pedigree,Pet,Meta,SKU01225,437066,8403,649,90486.12095402554,Medium
025ac1c3-5b44-46f5-b3f9-7f607d99ec7e,2025-07-24,CAMP0006,Pedigree,Pet,Meta,SKU01453,265514,11316,720,90486.12095402554,Medium
66a1b102-30c9-47cc-9c55-7a039335ebc7,2025-07-25,CAMP0006,Pedigree,Pet,Meta,SKU00332,293158,6537,854,90486.12095402554,Medium
ab444fe0-50f7-4c61-a7d1-a55420e11a94,2025-07-26,CAMP0006,Pedigree,Pet,Meta,SKU01824,393596,6535,799,90486.12095402554,Medium
815afe9d-d7f2-4974-a86f-1b27c6ca8698,2025-07-27,CAMP0006,Pedigree,Pet,Meta,SKU00911,78381,944,81,90486.12095402554,Medium
1f085298-13ac-4a20-b454-46ad464b3a32,2025-07-28,CAMP0006,Pedigree,Pet,Meta,SKU00449,98599,3934,376,90486.12095402554,Medium
b6d4cacb-0737-4707-990b-ce2e6180443c,2025-07-29,CAMP0006,Pedigree,Pet,Meta,SKU02284,394722,11301,901,90486.12095402554,Medium
3ddd6e41-f22d-4705-b691-ba2d8fb0ecd9,2025-07-30,CAMP0006,Pedigree,Pet,Meta,SKU02678,173732,4111,260,90486.12095402554,Medium
dafe4f36-bce5-4821-b5cd-ffe973e8a005,2025-07-31,CAMP0006,Pedigree,Pet,Meta,SKU01331,376955,18319,2743,90486.12095402554,Medium
527eccb6-1624-4e43-bfa0-a80f19a238b9,2025-08-01,CAMP0006,Pedigree,Pet,Meta,SKU01654,33469,1612,179,90486.12095402554,Medium
0aade771-62fd-4699-8db4-28c2a4810c4b,2025-08-02,CAMP0006,Pedigree,Pet,Meta,SKU02185,436719,14385,906,90486.12095402554,Medium
ac2d85e7-03c5-41f3-9591-4c0778e2fdb5,2025-08-03,CAMP0006,Pedigree,Pet,Meta,SKU02244,158703,7767,932,90486.12095402554,Medium
ba493773-b5c7-46eb-980a-4c649872b423,2025-08-04,CAMP0006,Pedigree,Pet,Meta,SKU01933,343563,7835,845,90486.12095402554,Medium
f94f852b-e2a4-4fa0-bd1c-dd024496e338,2025-08-05,CAMP0006,Pedigree,Pet,Meta,SKU00680,49586,1489,84,90486.12095402554,Medium
595f0bfa-37cc-4c5c-a050-6aeeac891ba6,2025-08-06,CAMP0006,Pedigree,Pet,Meta,SKU00079,92399,3664,319,90486.12095402554,Medium
12e74bdf-7383-416b-83d7-978c1474ad7b,2025-07-17,CAMP0007,Pampers,Home,OTT,SKU00005,73493,3399,344,73663.3725389057,Medium
90acbdbc-03bd-412e-a1ef-9b711d23bf7b,2025-07-18,CAMP0007,Pampers,Home,OTT,SKU02833,306243,7455,714,73663.3725389057,Medium
dba50333-c585-4686-980c-e16eafc731f3,2025-07-19,CAMP0007,Pampers,Home,OTT,SKU01404,380054,7787,441,73663.3725389057,Medium
570297fe-1b55-4533-a5e8-2d416a8a1ba4,2025-07-20,CAMP0007,Pampers,Home,OTT,SKU00891,187715,2090,139,73663.3725389057,Medium
dc7b4974-6d79-4eb9-b54a-85438728a178,2025-07-21,CAMP0007,Pampers,Home,OTT,SKU00957,137606,1894,206,73663.3725389057,Medium
8b9ba682-71eb-4138-ba78-5a559cbf8b91,2025-07-22,CAMP0007,Pampers,Home,OTT,SKU00928,207514,4169,278,73663.3725389057,Medium
5e53a325-5d28-4ad0-b9b3-cf977414a913,2025-07-23,CAMP0007,Pampers,Home,OTT,SKU00118,86331,1062,154,73663.3725389057,Medium
b52c72d5-2200-4e07-ac63-1cde8ada02e7,2025-07-24,CAMP0007,Pampers,Home,OTT,SKU02439,398974,5002,624,73663.3725389057,Medium
a1eb05e7-835b-4b5e-bab6-897526eb3577,2025-07-25,CAMP0007,Pampers,Home,OTT,SKU00905,155400,7236,822,73663.3725389057,Medium
5373c1e3-3daf-4c84-9ee6-f080738dddbf,2025-07-26,CAMP0007,Pampers,Home,OTT,SKU00938,390594,7985,833,73663.3725389057,Medium
37863f2a-f67b-431d-8ce5-3f3730be3e0e,2025-07-27,CAMP0007,Pampers,Home,OTT,SKU02266,406367,7918,1056,73663.3725389057,Medium
c2bc7d48-6dd7-4943-add9-a03119b3df98,2025-07-28,CAMP0007,Pampers,Home,OTT,SKU00970,38606,1860,111,73663.3725389057,Medium
b0891fff-c8fe-4f4a-be5d-2c430e48ba5e,2025-07-29,CAMP0007,Pampers,Home,OTT,SKU00251,56602,1367,133,73663.3725389057,Medium
ef0a5875-e60b-447b-b22a-22afdd4b915c,2025-07-30,CAMP0007,Pampers,Home,OTT,SKU00887,21887,845,121,73663.3725389057,Medium
e8b3bba9-3e8f-48f5-96ad-e970e4a52bed,2025-07-31,CAMP0007,Pampers,Home,OTT,SKU02243,155994,5781,735,73663.3725389057,Medium
21696475-1588-449c-856a-bdfac159af36,2025-08-01,CAMP0007,Pampers,Home,OTT,SKU02364,55491,983,62,73663.3725389057,Medium
6b9ad812-293a-4988-8e10-ef83e33556ff,2025-08-02,CAMP0007,Pampers,Home,OTT,SKU02765,102455,5088,314,73663.3725389057,Medium
1df8050c-4f60-4659-998b-678921e3a70a,2025-08-03,CAMP0007,Pampers,Home,OTT,SKU00840,79740,3715,368,73663.3725389057,Medium
df1e2c42-4f86-417a-8e3d-955f2f573cf5,2025-08-04,CAMP0007,Pampers,Home,OTT,SKU00669,140903,2223,283,73663.3725389057,Medium
